	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs	original_loc
115	RV_PF00244_p23	T1FNZ9_HELRO/11-231	T1FMT1_HELRO/11-230	0.36855	0.740909090909091	221	220	221	163	57	0	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
116	FW_PF00244_p24	A0A125YYS9_TOXGV/75-296	F6RU13_CIOIN/11-233	1.68908	0.4279279279279279	222	223	233	95	117	11	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
117	RV_PF00244_p24	F6RU13_CIOIN/11-233	A0A125YYS9_TOXGV/75-296	1.68908	0.4279279279279279	223	222	233	95	117	10	11	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
118	FW_PF00244_p25	Q4N4N3_THEPA/13-239	Q5CUW0_CRYPI/33-257	0.58357	0.6355555555555555	227	225	227	143	82	0	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
119	RV_PF00244_p25	Q5CUW0_CRYPI/33-257	Q4N4N3_THEPA/13-239	0.58357	0.6355555555555555	225	227	227	143	82	2	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
120	FW_PF00244_p26	F6WL19_CIOIN/11-232	H2ZQW6_CIOSA/12-229	0.3196	0.7889908256880734	222	218	224	172	44	2	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
121	RV_PF00244_p26	H2ZQW6_CIOSA/12-229	F6WL19_CIOIN/11-232	0.3196	0.7889908256880734	218	222	224	172	44	6	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
122	FW_PF00244_p27	A0A8U0WPT1_TRIV3/11-233	A2FQW3_TRIV3/11-234	1.42781	0.4080717488789238	223	224	224	91	132	1	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
123	RV_PF00244_p27	A2FQW3_TRIV3/11-234	A0A8U0WPT1_TRIV3/11-233	1.42781	0.4080717488789238	224	223	224	91	132	0	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
124	FW_PF00244_p28	T1EG24_HELRO/13-234	T1G259_HELRO/12-233	0.31728	0.7927927927927928	222	222	222	176	46	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
125	RV_PF00244_p28	T1G259_HELRO/12-233	T1EG24_HELRO/13-234	0.31728	0.7927927927927928	222	222	222	176	46	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
126	FW_PF00244_p29	14331_SCHMA/20-239	G4LWW0_SCHMA/21-239	0.79729	0.5844748858447488	220	219	224	128	87	4	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
127	RV_PF00244_p29	G4LWW0_SCHMA/21-239	14331_SCHMA/20-239	0.79729	0.5844748858447488	219	220	224	128	87	5	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
128	FW_PF00244_p30	B6AI61_CRYMR/9-226	Q5CSF3_CRYPI/14-235	0.69338	0.591743119266055	218	222	222	129	89	4	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
129	RV_PF00244_p30	Q5CSF3_CRYPI/14-235	B6AI61_CRYMR/9-226	0.69338	0.591743119266055	222	218	222	129	89	0	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
130	FW_PF00244_p31	C4M323_ENTH1/10-232	H2ZAV9_CIOSA/18-241	0.6890000000000001	0.600896860986547	223	224	229	134	84	6	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
131	RV_PF00244_p31	H2ZAV9_CIOSA/18-241	C4M323_ENTH1/10-232	0.6890000000000001	0.600896860986547	224	223	229	134	84	5	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
132	FW_PF00244_p32	B7XJ58_ENTBH/22-244	L2GLB6_VITCO/12-238	1.11228	0.484304932735426	223	227	229	108	113	6	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
133	RV_PF00244_p32	L2GLB6_VITCO/12-238	B7XJ58_ENTBH/22-244	1.11228	0.484304932735426	227	223	229	108	113	2	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
134	FW_PF00244_p33	M1AD29_SOLTU/13-235	M4C7U0_BRARP/13-235	0.26823	0.7713004484304933	223	223	223	172	51	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
135	RV_PF00244_p33	M4C7U0_BRARP/13-235	M1AD29_SOLTU/13-235	0.26823	0.7713004484304933	223	223	223	172	51	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
136	FW_PF00244_p34	A0A1X7UM68_AMPQE/11-230	A0A1X7UMT6_AMPQE/11-230	0.27053	0.8	220	220	221	176	43	1	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
137	RV_PF00244_p34	A0A1X7UMT6_AMPQE/11-230	A0A1X7UM68_AMPQE/11-230	0.27053	0.8	220	220	221	176	43	1	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
138	FW_PF00244_p35	A0A7M7P9F1_STRPU/11-234	C1E2K1_MICCC/19-248	0.70557	0.6696428571428571	224	230	230	150	74	6	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
139	RV_PF00244_p35	C1E2K1_MICCC/19-248	A0A7M7P9F1_STRPU/11-234	0.70557	0.6696428571428571	230	224	230	150	74	0	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
140	FW_PF00244_p36	F6TNW3_CIOIN/11-230	Q95W36_SCHMA/11-232	0.63927	0.6636363636363637	220	222	226	146	70	6	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
141	RV_PF00244_p36	Q95W36_SCHMA/11-232	F6TNW3_CIOIN/11-230	0.63927	0.6636363636363637	222	220	226	146	70	4	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
142	FW_PF00244_p37	A0A0D2VIK6_CAPO3/10-229	H2ZB59_CIOSA/12-233	0.86854	0.5318181818181819	220	222	225	117	100	5	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
143	RV_PF00244_p37	H2ZB59_CIOSA/12-233	A0A0D2VIK6_CAPO3/10-229	0.86854	0.5318181818181819	222	220	225	117	100	3	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
144	FW_PF00244_p38	H3D707_TETNG/10-230	H9GNH2_ANOCA/9-229	0.43502	0.6923076923076923	221	221	223	153	66	2	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
145	RV_PF00244_p38	H9GNH2_ANOCA/9-229	H3D707_TETNG/10-230	0.43502	0.6923076923076923	221	221	223	153	66	2	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
146	FW_PF00244_p39	A0A8R2B849_ACYPI/18-242	F2UFG7_SALR5/23-244	2.67186	0.2882882882882883	225	222	232	64	151	7	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
147	RV_PF00244_p39	F2UFG7_SALR5/23-244	A0A8R2B849_ACYPI/18-242	2.67186	0.2882882882882883	222	225	232	64	151	10	7	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
148	FW_PF00244_p40	14337_ORYSJ/10-232	K3ZJM9_SETIT/10-230	0.80455	0.5565610859728507	223	221	226	123	95	3	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
149	RV_PF00244_p40	K3ZJM9_SETIT/10-230	14337_ORYSJ/10-232	0.80455	0.5565610859728507	221	223	226	123	95	5	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
150	FW_PF00244_p41	A0A1X7UN50_AMPQE/42-261	K1PPQ1_CRAGI/10-235	0.748	0.5954545454545455	220	226	228	131	87	8	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
151	RV_PF00244_p41	K1PPQ1_CRAGI/10-235	A0A1X7UN50_AMPQE/42-261	0.748	0.5954545454545455	226	220	228	131	87	2	8	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
152	FW_PF00244_p42	F4IA59_ARATH/11-234	M4F1S3_BRARP/11-233	0.37388	0.6995515695067265	224	223	224	156	67	0	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
153	RV_PF00244_p42	M4F1S3_BRARP/11-233	F4IA59_ARATH/11-234	0.37388	0.6995515695067265	223	224	224	156	67	1	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
154	FW_PF00244_p43	F2UD03_SALR5/10-230	G1KJR4_ANOCA/10-231	1.3644	0.497737556561086	221	222	231	110	102	10	9	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
155	RV_PF00244_p43	G1KJR4_ANOCA/10-231	F2UD03_SALR5/10-230	1.3644	0.497737556561086	222	221	231	110	102	9	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
156	FW_PF00244_p44	A2DQL3_TRIV3/9-235	A2ECB8_TRIV3/9-231	2.033	0.3139013452914798	227	223	230	70	150	3	7	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
157	RV_PF00244_p44	A2ECB8_TRIV3/9-231	A2DQL3_TRIV3/9-235	2.033	0.3139013452914798	223	227	230	70	150	7	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
158	FW_PF00244_p45	D3BCY8_POLPP/8-227	S9W2P3_SCHCR/11-233	1.2615	0.45	220	223	224	99	120	4	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
159	RV_PF00244_p45	S9W2P3_SCHCR/11-233	D3BCY8_POLPP/8-227	1.2615	0.45	223	220	224	99	120	1	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
160	FW_PF00244_p46	I1BWN7_RHIO9/10-231	S2KAQ4_MUCC1/11-233	0.32336	0.7477477477477478	222	223	223	166	56	1	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
161	RV_PF00244_p46	S2KAQ4_MUCC1/11-233	I1BWN7_RHIO9/10-231	0.32336	0.7477477477477478	223	222	223	166	56	0	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
162	FW_PF00244_p47	K5WK95_PHACS/17-241	V2XV00_MONRO/20-248	0.80021	0.5644444444444444	225	229	229	127	98	4	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
163	RV_PF00244_p47	V2XV00_MONRO/20-248	K5WK95_PHACS/17-241	0.80021	0.5644444444444444	229	225	229	127	98	0	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
164	FW_PF00244_p48	A4S8V0_OSTLU/12-242	C1E476_MICCC/15-243	0.5826	0.6244541484716157	231	229	233	143	84	2	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
165	RV_PF00244_p48	C1E476_MICCC/15-243	A4S8V0_OSTLU/12-242	0.5826	0.6244541484716157	229	231	233	143	84	4	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
166	FW_PF00244_p49	G0R3S3_ICHMG/1-210	Q232M6_TETTS/12-235	0.45652	0.6904761904761905	210	224	227	145	62	17	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
167	RV_PF00244_p49	Q232M6_TETTS/12-235	G0R3S3_ICHMG/1-210	0.45652	0.6904761904761905	224	210	227	145	62	3	17	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
168	FW_PF00244_p50	F6S1Q4_CIOIN/25-245	H2ZEP1_CIOSA/25-245	0.39187	0.7194570135746606	221	221	221	159	62	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
169	RV_PF00244_p50	H2ZEP1_CIOSA/25-245	F6S1Q4_CIOIN/25-245	0.39187	0.7194570135746606	221	221	221	159	62	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
170	FW_PF00244_p51	B4GU54_DROPE/10-231	G0QMN5_ICHMG/21-252	1.77086	0.3828828828828828	222	232	236	85	133	14	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
171	RV_PF00244_p51	G0QMN5_ICHMG/21-252	B4GU54_DROPE/10-231	1.77086	0.3828828828828828	232	222	236	85	133	4	14	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
172	FW_PF00244_p52	B3S468_TRIAD/10-233	E9H1W5_DAPPU/11-231	0.3401599999999999	0.7601809954751131	224	221	224	168	53	0	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
173	RV_PF00244_p52	E9H1W5_DAPPU/11-231	B3S468_TRIAD/10-233	0.3401599999999999	0.7601809954751131	221	224	224	168	53	3	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
174	FW_PF00244_p53	L2GXD4_VAVCU/13-240	S7XFS0_SPRLO/11-238	0.95869	0.5263157894736842	228	228	228	120	108	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
175	RV_PF00244_p53	S7XFS0_SPRLO/11-238	L2GXD4_VAVCU/13-240	0.95869	0.5263157894736842	228	228	228	120	108	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
176	FW_PF00244_p54	Q383X6_TRYB2/37-256	Q4Q198_LEIMA/35-254	0.20939	0.8181818181818182	220	220	221	180	39	1	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
177	RV_PF00244_p54	Q4Q198_LEIMA/35-254	Q383X6_TRYB2/37-256	0.20939	0.8181818181818182	220	220	221	180	39	1	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
178	FW_PF00244_p55	1433_ENCCU/12-239	J8ZPW9_EDHAE/11-239	1.1172	0.5263157894736842	228	229	234	120	103	6	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
179	RV_PF00244_p55	J8ZPW9_EDHAE/11-239	1433_ENCCU/12-239	1.1172	0.5263157894736842	229	228	234	120	103	5	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
180	FW_PF00244_p56	H2AQB0_KAZAF/11-237	U5H158_USTV1/11-233	0.3678099999999999	0.7623318385650224	227	223	227	170	53	0	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
181	RV_PF00244_p56	U5H158_USTV1/11-233	H2AQB0_KAZAF/11-237	0.3678099999999999	0.7623318385650224	223	227	227	170	53	4	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
182	FW_PF00244_p57	14338_ARATH/13-238	I1K9V8_SOYBN/14-238	0.23715	0.8044444444444444	226	225	226	181	44	0	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
183	RV_PF00244_p57	I1K9V8_SOYBN/14-238	14338_ARATH/13-238	0.23715	0.8044444444444444	225	226	226	181	44	1	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
184	FW_PF00244_p58	A0A3B1IGA1_ASTMX/10-234	A0A8M1PI77_DANRE/9-228	0.38437	0.7454545454545455	225	220	225	164	56	0	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
185	RV_PF00244_p58	A0A8M1PI77_DANRE/9-228	A0A3B1IGA1_ASTMX/10-234	0.38437	0.7454545454545455	220	225	225	164	56	5	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
186	FW_PF00244_p59	B3S6H3_TRIAD/10-232	T1FXW3_HELRO/10-232	0.38923	0.7443946188340808	223	223	223	166	57	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
187	RV_PF00244_p59	T1FXW3_HELRO/10-232	B3S6H3_TRIAD/10-232	0.38923	0.7443946188340808	223	223	223	166	57	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
188	FW_PF00244_p60	H0XZI5_OTOGA/11-231	H0Z417_TAEGU/9-229	0.0773399999999999	0.9140271493212668	221	221	224	202	16	3	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
189	RV_PF00244_p60	H0Z417_TAEGU/9-229	H0XZI5_OTOGA/11-231	0.0773399999999999	0.9140271493212668	221	221	224	202	16	3	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
190	FW_PF00244_p61	A0A1X7V3G8_AMPQE/78-308	I3EIC0_NEMP3/10-242	1.18072	0.4805194805194805	231	233	251	111	102	20	18	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
191	RV_PF00244_p61	I3EIC0_NEMP3/10-242	A0A1X7V3G8_AMPQE/78-308	1.18072	0.4805194805194805	233	231	251	111	102	18	20	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
192	FW_PF00244_p62	A0A804IPY7_MUSAM/13-235	B9MUI3_POPTR/10-231	0.9457	0.536036036036036	223	222	229	119	97	6	7	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
193	RV_PF00244_p62	B9MUI3_POPTR/10-231	A0A804IPY7_MUSAM/13-235	0.9457	0.536036036036036	222	223	229	119	97	7	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
194	FW_PF00244_p63	A0D7E8_PARTE/249-470	I7MLD8_TETTS/14-242	0.61069	0.6126126126126126	222	229	230	136	85	8	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
195	RV_PF00244_p63	I7MLD8_TETTS/14-242	A0D7E8_PARTE/249-470	0.61069	0.6126126126126126	229	222	230	136	85	1	8	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
196	FW_PF00244_p64	A0A7M7GI35_STRPU/17-241	A7S252_NEMVE/17-237	0.7213799999999999	0.6153846153846154	225	221	231	136	79	6	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
197	RV_PF00244_p64	A7S252_NEMVE/17-237	A0A7M7GI35_STRPU/17-241	0.7213799999999999	0.6153846153846154	221	225	231	136	79	10	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
198	FW_PF00244_p65	A0A1X7U0S8_AMPQE/7-227	A7S0E0_NEMVE/10-232	0.95497	0.5339366515837104	221	223	225	118	101	4	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
199	RV_PF00244_p65	A7S0E0_NEMVE/10-232	A0A1X7U0S8_AMPQE/7-227	0.95497	0.5339366515837104	223	221	225	118	101	2	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
200	FW_PF00244_p66	A2EU51_TRIV3/11-232	A2FEZ0_TRIV3/11-223	1.88962	0.3615023474178404	222	213	223	77	135	1	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
201	RV_PF00244_p66	A2FEZ0_TRIV3/11-223	A2EU51_TRIV3/11-232	1.88962	0.3615023474178404	213	222	223	77	135	10	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
202	FW_PF00244_p67	A2DJ03_TRIV3/11-233	A2F1A4_TRIV3/10-232	0.5613	0.6233183856502242	223	223	223	139	84	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
203	RV_PF00244_p67	A2F1A4_TRIV3/10-232	A2DJ03_TRIV3/11-233	0.5613	0.6233183856502242	223	223	223	139	84	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
204	FW_PF16998_p0	B9JAN2_AGRRK/36-151	Q92RH7_RHIME/38-149	0.75198	0.5357142857142857	116	112	117	60	51	1	5	PF16998	CL0500	Family	6	CHERRIES_split0_all_metadata/PF16998_metadata.tsv
205	RV_PF16998_p0	Q92RH7_RHIME/38-149	B9JAN2_AGRRK/36-151	0.75198	0.5357142857142857	112	116	117	60	51	5	1	PF16998	CL0500	Family	6	CHERRIES_split0_all_metadata/PF16998_metadata.tsv
206	FW_PF16998_p1	B9JSN2_AGRVS/36-149	Q2YMD0_BRUA2/40-156	1.47429	0.3684210526315789	114	117	120	42	69	6	3	PF16998	CL0500	Family	6	CHERRIES_split0_all_metadata/PF16998_metadata.tsv
207	RV_PF16998_p1	Q2YMD0_BRUA2/40-156	B9JSN2_AGRVS/36-149	1.47429	0.3684210526315789	117	114	120	42	69	3	6	PF16998	CL0500	Family	6	CHERRIES_split0_all_metadata/PF16998_metadata.tsv
208	FW_PF16998_p2	A4YQ22_BRASO/19-131	Q6NAI8_RHOPA/19-133	0.4997399999999999	0.6283185840707964	113	115	116	71	41	3	1	PF16998	CL0500	Family	6	CHERRIES_split0_all_metadata/PF16998_metadata.tsv
209	RV_PF16998_p2	Q6NAI8_RHOPA/19-133	A4YQ22_BRASO/19-131	0.4997399999999999	0.6283185840707964	115	113	116	71	41	1	3	PF16998	CL0500	Family	6	CHERRIES_split0_all_metadata/PF16998_metadata.tsv
